species,code,age,sex,visit_date,wing,weight,min_t,max_t,ringer,sheet
Great Tit,GRETI,6,M,06/06/2018,77,18.1,20.8,23,IDH,IDH_20180822
Great Tit,GRETI,6,F,06/06/2018,75,16.9,20.7,22.7,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,06/06/2018,64,10.5,17.2,19.8,SB,SB_20180731
Blue Tit,BLUTI,6,F,06/06/2018,61,9.5,16.7,18.8,SB,SB_20180731
Blue Tit,BLUTI,5,M,06/06/2018,65,10.6,18.3,20.6,SB,SB_20180731
Great Tit,GRETI,5,M,06/06/2018,76,18.1,22,25.2,SB,SB_20180731
Great Tit,GRETI,5,F,06/06/2018,72,18.5,21.1,24,SB,SB_20180731
Blue Tit,BLUTI,5,F,07/06/2018,62,10.4,16.7,18.7,IDH,IDH_20180822
Blue Tit,BLUTI,6,M,07/06/2018,62,9.6,15.8,18.4,IDH,IDH_20180822
Great Tit,GRETI,6,M,07/06/2018,78,17.7,20.4,23,IDH,IDH_20180822
Great Tit,GRETI,5,M,07/06/2018,74,18.6,21.4,24,IDH,IDH_20180822
Great Tit,GRETI,5,F,07/06/2018,71,15.5,19.4,21.9,IDH,IDH_20180822
Great Tit,GRETI,6,F,07/06/2018,75,18.7,20.5,23.3,IDH,IDH_20180822
Great Tit,GRETI,5,M,07/06/2018,73,17.5,20.4,22.9,IDH,IDH_20180822
Great Tit,GRETI,6,F,07/06/2018,74,18.4,20.3,23.3,IDH,IDH_20180822
Great Tit,GRETI,6,F,07/06/2018,73,16.9,20.6,23.1,SB,SB_20180731
Great Tit,GRETI,6,M,07/06/2018,77,18.1,22,25.1,SB,SB_20180731
Great Tit,GRETI,6,M,07/06/2018,78,17.6,21.5,24.4,SB,SB_20180731
Great Tit,GRETI,6,F,07/06/2018,72,16.4,20.1,23,SB,SB_20180731
Great Tit,GRETI,6,M,07/06/2018,77,17.2,19.8,23,SB,SB_20180731
Great Tit,GRETI,6,M,07/06/2018,77,19.4,21.3,24.9,SB,SB_20180731
Great Tit,GRETI,6,F,07/06/2018,73,17.4,20.5,23.2,SB,SB_20180731
Great Tit,GRETI,5,F,07/06/2018,70,17.4,19.9,23.2,SB,SB_20180731
Blue Tit,BLUTI,5,F,08/06/2018,61,9,14.8,16.3,IDH,IDH_20180822
Blue Tit,BLUTI,6,M,08/06/2018,65,9.6,17.7,20,IDH,IDH_20180822
Blue Tit,BLUTI,6,F,08/06/2018,64,10.6,16.3,18.9,IDH,IDH_20180822
Great Tit,GRETI,6,M,08/06/2018,76,17.7,21.1,23.5,IDH,IDH_20180822
Great Tit,GRETI,6,M,08/06/2018,74,17.2,20.7,23.1,IDH,IDH_20180822
Great Tit,GRETI,5,F,08/06/2018,72,16.5,20,22.3,IDH,IDH_20180822
Great Tit,GRETI,5,F,08/06/2018,73,17.9,19.8,22.5,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,08/06/2018,61,10,17,19.8,SB,SB_20180731
Blue Tit,BLUTI,5,M,08/06/2018,65,10,17.1,19.7,SB,SB_20180731
Blue Tit,BLUTI,6,F,09/06/2018,61,9.9,16.8,18.9,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,09/06/2018,65,10.2,16.3,18.7,IDH,IDH_20180822
Great Tit,GRETI,5,F,09/06/2018,73,17.2,20.3,22.9,IDH,IDH_20180822
Great Tit,GRETI,5,M,09/06/2018,74,17,19.5,22.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,09/06/2018,73,16.8,19.6,22.1,IDH,IDH_20180822
Great Tit,GRETI,6,M,09/06/2018,77,18.6,20.7,23.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,09/06/2018,72,17.5,20.1,22.9,IDH,IDH_20180822
Great Tit,GRETI,6,M,09/06/2018,77,17.9,21.8,24.8,SB,SB_20180731
Great Tit,GRETI,6,F,09/06/2018,74,15.8,18.9,21.9,SB,SB_20180731
Great Tit,GRETI,6,M,09/06/2018,78,,19.6,22.4,SB,SB_20180731
Great Tit,GRETI,6,F,09/06/2018,72,16.7,20.7,23.6,SB,SB_20180731
Great Tit,GRETI,5,M,10/06/2018,78,17.9,20.4,23.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,10/06/2018,71,17.3,19.6,22.2,IDH,IDH_20180822
Great Tit,GRETI,5,M,10/06/2018,75,17.6,21.5,24.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,10/06/2018,71,17,20.2,22.8,IDH,IDH_20180822
Great Tit,GRETI,5,M,10/06/2018,76,18.7,21.1,23.9,IDH,IDH_20180822
Blue Tit,BLUTI,6,M,10/06/2018,66,10,16.9,19.4,SB,SB_20180731
Great Tit,GRETI,6,F,10/06/2018,72,17.7,21,24.2,SB,SB_20180731
Blue Tit,BLUTI,5,F,12/06/2018,61,8.9,15.7,17.8,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,12/06/2018,64,9.6,16.9,19,IDH,IDH_20180822
Great Tit,GRETI,5,F,12/06/2018,73,17,20,22.9,IDH,IDH_20180822
Blue Tit,BLUTI,6,F,12/06/2018,63,10.2,17.5,19.8,SB,SB_20180731
Great Tit,GRETI,6,F,13/06/2018,74,17.5,20.5,23.3,IDH,IDH_20180822
Great Tit,GRETI,6,M,13/06/2018,76,17.9,20.5,23.1,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,13/06/2018,60,9.6,16.6,19.1,SB,SB_20180731
Blue Tit,BLUTI,5,M,13/06/2018,59,9.6,16.8,19.4,SB,SB_20180731
Great Tit,GRETI,6,F,13/06/2018,73,16.2,20.5,23.4,SB,SB_20180731
Great Tit,GRETI,6,M,14/06/2018,77,16.9,20,23,SB,SB_20180731
Great Tit,GRETI,6,F,14/06/2018,71,18.3,20.9,24,SB,SB_20180731
Great Tit,GRETI,6,M,14/06/2018,75,17.4,21.5,24.5,SB,SB_20180731
Great Tit,GRETI,6,F,15/06/2018,73,17.1,20.6,23.3,IDH,IDH_20180822
Great Tit,GRETI,5,M,15/06/2018,76,18.1,21.4,24.2,IDH,IDH_20180822
Great Tit,GRETI,5,M,15/06/2018,74,16,20.5,23.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,15/06/2018,71,16.1,19.1,21.7,IDH,IDH_20180822
Blue Tit,BLUTI,6,F,15/06/2018,61,9.6,16.2,18.7,SB,SB_20180731
Blue Tit,BLUTI,5,F,15/06/2018,61,9.8,16.5,19.1,SB,SB_20180731
Blue Tit,BLUTI,6,M,15/06/2018,65,9.9,17.3,19.8,SB,SB_20180731
Blue Tit,BLUTI,6,M,15/06/2018,63,10.2,16.8,19.7,SB,SB_20180731
Great Tit,GRETI,6,F,18/06/2018,75,17.6,20.1,22.3,IDH,IDH_20180822
Great Tit,GRETI,6,M,19/06/2018,78,17.4,21.1,23.9,SB,SB_20180731
Pied Flycatcher,PIEFL,5,F,20/06/2018,75,,15.3,18.5,JS,JS_20180621
Pied Flycatcher,PIEFL,5,F,20/06/2018,76,,16.6,19,JS,JS_20180621
Pied Flycatcher,PIEFL,6,F,20/06/2018,76,,16.5,19.3,JS,JS_20180621
Pied Flycatcher,PIEFL,5,F,20/06/2018,77,,17.8,20,JS,JS_20180621
Pied Flycatcher,PIEFL,5,F,20/06/2018,76,,17.5,19.9,JS,JS_20180621
Great Tit,GRETI,6,F,20/06/2018,75,16.3,21.3,24.2,SB,SB_20180731
Great Tit,GRETI,5,F,21/06/2018,71,15.9,20,22.9,SB,SB_20180731
Great Tit,GRETI,5,M,21/06/2018,75,18.3,21,23.8,SB,SB_20180731
Great Tit,GRETI,5,M,21/06/2018,76,17.8,21,24.1,SB,SB_20180731
Robin,ROBIN,3J,,25/06/2018,69,17.5,26.1,29,SB,SB_20180731
Blackbird,BLABI,6,M,28/06/2018,134,94,33.6,38.8,SB,SB_20180731
Blue Tit,BLUTI,6,F,28/06/2018,62,10.5,17,19.2,SB,SB_20180731
Blackbird,BLABI,3J,,14/07/2018,126,95.1,34.5,38.6,ARC,SB_20180808
Blackbird,BLABI,3J,M,14/07/2018,123,81,30.7,34.4,ARC,SB_20180808
Blackbird,BLABI,3J,,14/07/2018,120,75.6,33.4,37.5,ARC,SB_20180808
Blackbird,BLABI,3J,M,14/07/2018,128,91.9,34.6,38.9,ARC,SB_20180808
Blackbird,BLABI,3J,,14/07/2018,124,91.2,34,38,ARC,SB_20180808
Blue Tit,BLUTI,3J,,14/07/2018,62,10,15.7,17.6,ARC,SB_20180808
Great Tit,GRETI,3J,,14/07/2018,74,18.3,20.5,23.5,ARC,SB_20180808
Great Tit,GRETI,3J,,14/07/2018,75,15.2,20.9,23.3,ARC,SB_20180808
Blackbird,BLABI,3J,M,16/07/2018,127,88.1,33.4,38.5,SB,SB_20180808
Blackbird,BLABI,4,F,19/07/2018,,88.3,32.3,37.2,SB,SB_20180808
Blackbird,BLABI,5,M,20/07/2018,,101.1,33.6,38.4,SB,SB_20180808
Chaffinch,CHAFF,3J,,20/07/2018,85,19.4,18,21,SB,SB_20180808
Chaffinch,CHAFF,3J,,20/07/2018,81,17,18.2,20.8,SB,SB_20180808
Blackbird,BLABI,3J,M,22/07/2018,127,85.5,35.2,40,SB,SB_20180808
Blackbird,BLABI,3J,,22/07/2018,123,86.9,34.3,38.4,SB,SB_20180808
Blackbird,BLABI,3J,,22/07/2018,128,93.3,34.9,39,SB,SB_20180808
Blackbird,BLABI,3J,,22/07/2018,130,82.4,34.2,38.8,SB,SB_20180808
Blackbird,BLABI,3J,,22/07/2018,126,93.5,34.4,39.4,SB,SB_20180808
Blackbird,BLABI,3J,,22/07/2018,126,85.1,35,39.5,SB,SB_20180808
Blackbird,BLABI,3J,,22/07/2018,125,91.6,34,38.3,SB,SB_20180808
Blackbird,BLABI,3J,M,22/07/2018,126,87.2,34.2,39,SB,SB_20180808
Blackbird,BLABI,3J,M,22/07/2018,130,88.3,33.9,38.6,SB,SB_20180808
Blackbird,BLABI,3J,,22/07/2018,125,89.9,35,39.7,SB,SB_20180808
Blue Tit,BLUTI,3J,,22/07/2018,62,10,17.6,20,SB,SB_20180808
Blue Tit,BLUTI,4,,22/07/2018,,9.8,16.4,19.1,SB,SB_20180808
Blue Tit,BLUTI,3J,,22/07/2018,62,9.4,16.9,18.9,SB,SB_20180808
Chaffinch,CHAFF,3J,,22/07/2018,85,20.7,18,20.5,SB,SB_20180808
Chaffinch,CHAFF,3J,,22/07/2018,78,17.6,18.5,21.2,SB,SB_20180808
Chaffinch,CHAFF,3J,,22/07/2018,80,18.6,18,20.9,SB,SB_20180808
Great Tit,GRETI,5,M,22/07/2018,75,18.3,20.5,23.4,SB,SB_20180808
Great Tit,GRETI,3J,,22/07/2018,76,17,20.6,23.5,SB,SB_20180808
Great Tit,GRETI,3J,,22/07/2018,75,16.3,20.7,23.7,SB,SB_20180808
Great Tit,GRETI,3J,,22/07/2018,71,15.1,19.6,22.3,SB,SB_20180808
Great Tit,GRETI,3J,,22/07/2018,72,15.9,19.2,22.1,SB,SB_20180808
Great Tit,GRETI,3J,,22/07/2018,79,18.2,21.2,23.9,SB,SB_20180808
Great Tit,GRETI,3J,,22/07/2018,71,15.7,19.3,22.1,SB,SB_20180808
Great Tit,GRETI,3J,,22/07/2018,74,16.4,21.5,24.5,SB,SB_20180808
Blue Tit,BLUTI,3J,,23/07/2018,64,9.8,16.8,19.1,SB,SB_20180808
Blue Tit,BLUTI,3J,,23/07/2018,62,9.6,16.1,18.5,SB,SB_20180808
Great Tit,GRETI,3J,,23/07/2018,73,18.8,20.8,23.8,SB,SB_20180808
Robin,ROBIN,3J,,23/07/2018,74,19.9,26.9,29.6,SB,SB_20180808
Blackbird,BLABI,4,F,31/07/2018,,94.7,34.3,38.2,SB,SB_20180808
Blackbird,BLABI,4,M,31/07/2018,,96.4,35.8,40.5,SB,SB_20180808
Robin,ROBIN,3,,31/07/2018,71,17.4,25.2,28.2,SB,SB_20180808
Robin,ROBIN,3J,,02/08/2018,74,18.5,26.3,29.1,SB,SB_20180808
Blackbird,BLABI,4,M,07/08/2018,,95.4,33.4,38.3,SB,SB_20180808
Blue Tit,BLUTI,3J,,07/08/2018,62,10.4,17,19.7,SB,SB_20180808
Blue Tit,BLUTI,3J,,07/08/2018,61,9.8,16.9,19.2,SB,SB_20180808
Great Tit,GRETI,3J,,07/08/2018,71,18.7,20.4,23.3,SB,SB_20180808
Robin,ROBIN,4,,07/08/2018,,19.6,25.2,28.2,SB,SB_20180808
Blackbird,BLABI,4,M,09/08/2018,,94.9,34.3,39.7,SB,SB_20180808
Blue Tit,BLUTI,3,,09/08/2018,60,10.4,17.5,19.2,SB,SB_20180808
Blue Tit,BLUTI,3J,,09/08/2018,61,9.8,16.6,19,SB,SB_20180808
Robin,ROBIN,3,,09/08/2018,71,16,25.7,28.6,SB,SB_20180808
Robin,ROBIN,4,,09/08/2018,75,20.6,24.5,27.7,SB,SB_20180808
Blackbird,BLABI,4,M,10/08/2018,,98.7,35.3,40,SB,SB_20180808
Blue Tit,BLUTI,4,,10/08/2018,62,10.7,16.6,18.9,SB,SB_20180808
Blue Tit,BLUTI,3J,,10/08/2018,63,11.1,16.9,19.1,SB,SB_20180808
Robin,ROBIN,4,,10/08/2018,74,20.4,25.8,29,SB,SB_20180808
Robin,ROBIN,3J,,10/08/2018,69,17.9,24.6,27.7,SB,SB_20180808
Robin,ROBIN,4,,10/08/2018,73,20.5,25.6,28.7,SB,SB_20180808
Chaffinch,CHAFF,3J,M,13/08/2018,88,22,19.6,22.5,SB,SB_20180808
Robin,ROBIN,3,,14/08/2018,75,18.5,26,28.8,SB,SB_20180808
Blue Tit,BLUTI,4,,18/08/2018,,10,17,19.7,SB,SB_20180808
Blue Tit,BLUTI,4,,18/08/2018,,9.8,16.5,18.5,SB,SB_20180808
Blue Tit,BLUTI,3J,,18/08/2018,62,10,17.3,19.7,SB,SB_20180808
Blue Tit,BLUTI,5,,18/08/2018,,10.7,16.1,18.4,SB,SB_20180808
Great Tit,GRETI,4,F,18/08/2018,74,16.6,19,21.6,SB,SB_20180808
Robin,ROBIN,3,,18/08/2018,74,19,24.7,27.7,SB,SB_20180808
Blackbird,BLABI,3J,M,21/08/2018,127,106.4,35.7,40.4,SB,SB_20180808
Blue Tit,BLUTI,3J,,21/08/2018,63,11.2,17.4,19.4,SB,SB_20180808
Great Tit,GRETI,3J,,21/08/2018,73,20.4,21.5,24.4,SB,SB_20180808
Robin,ROBIN,3J,,21/08/2018,72,19.1,26.8,29.7,SB,SB_20180808
Robin,ROBIN,3J,,21/08/2018,75,20.1,26.5,29.6,SB,SB_20180808
Robin,ROBIN,3,,21/08/2018,70,18.6,25.9,29,SB,SB_20180808
Robin,ROBIN,3J,,21/08/2018,71,17.7,25.3,28.1,SB,SB_20180808
Blackbird,BLABI,3,M,22/08/2018,127,84.1,33.21,37.89,IDH,IDH_20180822
Blackcap,BLACA,3,F,22/08/2018,,,21.12,23.63,IDH,IDH_20180822
Blackcap,BLACA,3,M,22/08/2018,,,19.11,21.36,IDH,IDH_20180822
Blackcap,BLACA,3,M,22/08/2018,,,20.47,22.36,IDH,IDH_20180822
Blackcap,BLACA,3,M,22/08/2018,,,20.56,23.51,IDH,IDH_20180822
Blackcap,BLACA,3,U,22/08/2018,,,20.07,22.28,IDH,IDH_20180822
Blackcap,BLACA,3,M,22/08/2018,,,20,22.69,IDH,IDH_20180822
Blackcap,BLACA,3,M,22/08/2018,,,20.13,22.69,IDH,IDH_20180822
Blue Tit,BLUTI,4,U,22/08/2018,,,17.05,19.45,IDH,IDH_20180822
Blue Tit,BLUTI,4,U,22/08/2018,,,16.84,18.93,IDH,IDH_20180822
Cettis Warbler,CETWA,4,M,22/08/2018,,,21.11,24.04,IDH,IDH_20180822
Garden Warbler,GARWA,3,U,22/08/2018,,,20.8,23.48,IDH,IDH_20180822
Garden Warbler,GARWA,3,U,22/08/2018,,,21.09,24.24,IDH,IDH_20180822
Garden Warbler,GARWA,3,U,22/08/2018,,,20.49,22.53,IDH,IDH_20180822
Garden Warbler,GARWA,4,U,22/08/2018,,,20.44,23.5,IDH,IDH_20180822
Iberian Chiffchaff,IBECH,3,F,22/08/2018,,,18.67,20.62,IDH,IDH_20180822
Iberian Chiffchaff,IBECH,3,F,22/08/2018,,,19.64,21.32,IDH,IDH_20180822
Iberian Chiffchaff,IBECH,3,M,22/08/2018,,,20.12,21.99,IDH,IDH_20180822
Melodious Warbler,MELWA,3,U,22/08/2018,,,19.16,21.1,IDH,IDH_20180822
Pied Flycatcher,PIEFL,3,U,22/08/2018,,,17.33,18.7,IDH,IDH_20180822
Robin,ROBIN,4,U,22/08/2018,,,25.66,28.26,IDH,IDH_20180822
Robin,ROBIN,3,U,22/08/2018,,,26.13,28.23,IDH,IDH_20180822
Robin,ROBIN,3,U,22/08/2018,,,25.17,27.6,IDH,IDH_20180822
Robin,ROBIN,3,U,22/08/2018,,,25.51,27.9,IDH,IDH_20180822
Robin,ROBIN,3,U,22/08/2018,,,25.28,27.78,IDH,IDH_20180822
Robin,ROBIN,3,U,22/08/2018,,,26.29,28.64,IDH,IDH_20180822
Robin,ROBIN,3,U,22/08/2018,,,25.87,28.53,IDH,IDH_20180822
Robin,ROBIN,3,U,22/08/2018,,,23.95,26.19,IDH,IDH_20180822
Willow Warbler,WILWA,4,U,22/08/2018,,,17.98,20.03,IDH,IDH_20180822
Blackbird,BLABI,3J,F,22/08/2018,126,93,33.5,38.4,SB,SB_20180808
Blue Tit,BLUTI,3J,,22/08/2018,60,10.2,15.7,18.2,SB,SB_20180808
Blue Tit,BLUTI,3J,,22/08/2018,61,,17,19.6,SB,SB_20180808
Blue Tit,BLUTI,3J,,22/08/2018,60,10.3,17.1,19.6,SB,SB_20180808
Blue Tit,BLUTI,3J,,22/08/2018,61,10.6,16.2,18.7,SB,SB_20180808
Robin,ROBIN,3,,22/08/2018,71,17.5,25.3,28.4,SB,SB_20180808
Robin,ROBIN,3,,22/08/2018,72,18.7,25.4,28.7,SB,SB_20180808
Blackbird,BLABI,4,F,25/08/2018,,99,35.2,40.2,SB,SB_20180808
Blue Tit,BLUTI,4,,25/08/2018,62,10.3,16.4,19,SB,SB_20180808
Blue Tit,BLUTI,3J,,25/08/2018,63,10.7,16.6,19.4,SB,SB_20180808
Great Tit,GRETI,4,M,25/08/2018,76,17,19.9,23,SB,SB_20180808
Robin,ROBIN,3,,25/08/2018,73,16.7,25.7,28.5,SB,SB_20180808
Robin,ROBIN,4,,25/08/2018,73,18.4,25.5,28.4,SB,SB_20180808
Robin,ROBIN,3,,25/08/2018,70,17.4,26,29,SB,SB_20180808
Blue Tit,BLUTI,3J,,27/08/2018,62,10.2,16.7,19.6,SB,SB_20180808
Great Tit,GRETI,4,M,27/08/2018,78,19.3,19.8,22.9,SB,SB_20180808
Blackbird,BLABI,4,M,16/09/2018,132,89,33.6,38.2,SB,SB_20180907
Blue Tit,BLUTI,3J,,16/09/2018,61,,17,19.6,SB,SB_20180907
Great Tit,GRETI,3,F,16/09/2018,72,18.5,22.7,19.6,SB,SB_20180907
Robin,ROBIN,3J,,16/09/2018,71,19.9,26.8,30.1,SB,SB_20180907
Robin,ROBIN,4,,16/09/2018,74,17.2,25,27.4,SB,SB_20180907
Robin,ROBIN,4,,16/09/2018,76,17.7,26.1,29,SB,SB_20180907
Great Tit,GRETI,3,F,16/09/2018,72,17,20.2,22.9,SB,SB_20180907
Blue Tit,BLUTI,3,,16/09/2018,64,11.1,17.5,20,SB,SB_20180907
Great Tit,GRETI,3J,,16/09/2018,75,20.7,20.1,22.7,SB,SB_20180907
Great Tit,GRETI,4,F,16/09/2018,,18.1,20,23,SB,SB_20180907
Great Tit,GRETI,3,F,16/09/2018,73,18.4,19.9,22.9,SB,SB_20180907
Great Tit,GRETI,3,M,16/09/2018,77,18.6,22.1,25,SB,SB_20180907
Robin,ROBIN,4,,16/09/2018,72,18.6,27.6,30.5,SB,SB_20180907
Blue Tit,BLUTI,3J,,16/09/2018,66,10.9,17.8,20.3,SB,SB_20180907
Blue Tit,BLUTI,3J,,16/09/2018,64,10.1,17.2,19.7,SB,SB_20180907
Blue Tit,BLUTI,3J,,16/09/2018,59,9.6,17.4,20,SB,SB_20180907
Blue Tit,BLUTI,3J,,16/09/2018,63,11.2,17.2,19.9,SB,SB_20180907
Blue Tit,BLUTI,3J,,16/09/2018,64,11.2,16.8,19.3,SB,SB_20180907
Blue Tit,BLUTI,3,,24/09/2018,61,9.2,16.2,18.4,SB,SB_20181008
Blue Tit,BLUTI,3J,,24/09/2018,63,10.9,17,20,SB,SB_20181008
Blue Tit,BLUTI,3J,,24/09/2018,63,10.8,17.4,20.6,SB,SB_20181008
Blue Tit,BLUTI,3,,24/09/2018,61,9.4,16,19.1,SB,SB_20181008
Great Tit,GRETI,4,M,24/09/2018,76,18.5,21,24,SB,SB_20181008
Great Tit,GRETI,4,F,24/09/2018,73,17.3,19.9,23.2,SB,SB_20181008
Robin,ROBIN,3,,25/09/2018,71,17.4,26.3,28.9,SB,SB_20181008
Blue Tit,BLUTI,4,,25/09/2018,62,10.9,16.8,19.2,SB,SB_20181008
Robin,ROBIN,3,,25/09/2018,73,18.6,25.7,28.1,SB,SB_20181008
Blue Tit,BLUTI,4,,25/09/2018,65,11.6,17.4,19.8,SB,SB_20181016
Blue Tit,BLUTI,4,,25/09/2018,61,9.4,16.4,18.6,SB,SB_20181016
Great Tit,GRETI,4,M,25/09/2018,74,18.3,21,24,SB,SB_20181016
Blue Tit,BLUTI,3,,26/09/2018,61,10.4,16.6,19.2,SB,SB_20181016
Blue Tit,BLUTI,4,,26/09/2018,63,11,17.7,20.8,SB,SB_20181016
Great Tit,GRETI,3,F,26/09/2018,70,17,19,21.6,SB,SB_20181022
Great Tit,GRETI,3,M,26/09/2018,77,19.3,20.6,23.6,SB,SB_20181023
Great Tit,GRETI,4,F,26/09/2018,72,17.4,20.7,23.9,SB,SB_20181024
Great Tit,GRETI,3,F,26/09/2018,71,17.1,19.9,22.7,SB,SB_20181025
Great Tit,GRETI,3,F,26/09/2018,74,18.2,20.1,23.4,SB,SB_20181025
Chiffchaff,CHIFF,3,,27/09/2018,56,6.8,18.7,20,ARC,RJF_20180929
Robin,ROBIN,3,,27/09/2018,72,16,25.6,27.4,ARC,RJF_20180929
Robin,ROBIN,3,,27/09/2018,73,17.7,24.7,27.3,ARC,RJF_20180929
Robin,ROBIN,3,,27/09/2018,72,17,26,28.5,ARC,RJF_20180929
Robin,ROBIN,4,,27/09/2018,74,17.1,25.7,27.5,ARC,RJF_20180929
Great Tit,GRETI,4,,27/09/2018,74,17.1,19.6,21.2,ARC,RJF_20180929
Chaffinch,CHAFF,4,F,27/09/2018,81,20.9,18.4,21,SB,SB_20181025
Blue Tit,BLUTI,3J,,27/09/2018,61,10.1,16.5,19,SB,SB_20181025
